Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
75.40.119.222-192.168.2.63-16243-21-17,75.40.119.222,16243,192.168.2.63,21,17,07/07/2017 10:35:05,685315,68,49,313.0803,271.3455,53376,743,688.9692,9221,223,45.0848,48602.05069950949,391.5630669549958,1210.8301,44.0948,18431,646,283.4506,654.4766,52566,222,136.6439,552.1511,2,4,3,3,677.3196,298.2984,995.3084,969.1249,110,16425,936.3766,476.5466,24670.8934,0,3,5,9,23,0,3,5,756.1481,920.018,474.752,1465.52,1102.0504,120.5929,458.2427,1071.2377,434.8216,938.1682,483.2658,47222,24.8045,17246,35372,24656,891.9935,717.7232,101.405,61.923,34195,409,1303.2373,13.5838,32672,311,Web Attack – Brute Force
161.81.216.153-192.168.3.9-24153-25-0,161.81.216.153,24153,192.168.3.9,25,0,07/07/2017 10:40:15,236912,4511,2,272.0642,569.8343,6617,524,881.9807,20323,435,1051.1129,1598740.401716612,3295.190796451292,1024.7269,38.4222,2763,605,994.2316,411.4671,41247,678,320.827,1444.17,1,0,1,1,96.2371,301.4324,574.9839,748.7679,429,22121,939.8747,114.4482,26509.6713,0,903,5,4,5,3,3,5,886.2129,921.1262,846.4237,1071.9091,1166.8351,236.0818,396.3473,817.9713,568.733,373.9858,251.0321,31030,371.0324,59080,19899,4562,347.3602,903.6129,888.3514,42.0194,55219,592,446.7155,272.0665,29055,506,DoS slowloris
68.22.235.138-192.168.3.9-8716-23-17,68.22.235.138,8716,192.168.3.9,23,17,07/07/2017 11:04:19,1403833,16,53,383.6253,991.4197,9887,626,1120.3304,46608,605,934.3764,5443.210493234545,65.47362140384263,709.7999,158.0366,51680,96,660.3001,1073.6302,63674,786,705.0051,40.0138,4,4,3,0,36.5082,390.2269,342.9923,340.3951,568,6992,373.3799,386.2146,17086.9155,0,5,5,14,7,5,4,3,198.3093,70.7624,1453.9786,115.5786,1169.5198,423.5987,740.5008,53.1968,567.982,1024.7725,292.9681,4660,526.3057,39590,53928,10469,714.7504,748.5775,104.8331,27.171,19498,726,42.4013,492.0103,49639,302,FTP-Patator
192.168.1.179-192.168.2.63-41477-3389-0,192.168.1.179,41477,192.168.2.63,3389,0,07/07/2017 11:15:21,849041,28,39,887.9138,69.0862,25887,233,1379.5257,45915,894,516.0316,21615.817572620534,106.6787791643021,599.2115,333.0616,42080,954,14.1634,672.3463,43037,790,270.8904,1263.6028,2,5,1,1,729.1412,832.4856,540.3383,15.2466,877,24842,958.0113,168.0007,33158.4862,2,1,2,1,3,1,4,3,382.5287,187.882,1324.1957,557.4932,880.4785,127.1678,567.8422,854.5732,368.518,365.7821,719.331,33245,293.7007,37552,33220,44039,732.7846,482.8486,1124.3146,446.3966,21497,566,767.4542,284.0422,22209,140,BENIGN
28.152.101.40-192.168.1.179-17454-3389-0,28.152.101.40,17454,192.168.1.179,3389,0,07/07/2017 09:26:42,651,2,0,574.4617,453.5454,52030,826,133.6801,20228,874,270.8226,187.45612576803916,1783.5798275378547,1339.0554,405.3815,53617,450,602.7911,284.8265,25347,729,985.6667,809.7976,5,5,5,4,232.4593,284.7389,178.5213,554.6905,62,2610,300.4947,423.0317,12562.831,0,3,0,0,0,2,0,0,142.7914,935.9668,1040.6939,173.3117,120.8294,643.6282,1045.3178,1170.9045,307.2077,940.8323,121.0084,4293,461.1315,43372,12405,25076,355.1207,284.4725,382.5327,196.5081,44764,152,1099.8059,137.1973,59551,880,PortScan
36.126.134.192-192.168.0.144-3406-53-17,36.126.134.192,3406,192.168.0.144,53,17,07/07/2017 09:57:16,2555143,10,39,919.81,429.5972,59149,981,1310.5414,24211,736,448.3738,5038.271907774988,61.23476191855731,1335.7429,318.2248,34620,857,577.514,142.0248,27413,929,964.7354,1152.7228,1,0,1,0,249.2072,171.3533,391.2426,735.671,291,12837,1051.1642,101.3128,2820.7699,2,3,4,5,31,3,0,5,954.2041,978.4509,524.9405,1399.6013,1014.1838,1248.7639,1200.0512,397.8344,158.7706,626.9236,448.0597,18777,427.2021,18973,60021,47951,500.4003,468.8135,484.3363,318.8573,14759,464,672.5821,117.3916,13173,716,FTP-Patator
168.255.202.227-192.168.0.152-37853-23-0,168.255.202.227,37853,192.168.0.152,23,0,07/07/2017 11:20:55,1612747,36,63,604.5942,176.5908,46144,549,1303.7745,62478,137,1228.6393,21891.431292483943,346.4211602077975,270.6837,404.2482,36346,593,754.4693,782.7272,34490,459,209.2022,1178.6146,4,3,0,5,61.3684,994.1047,619.1218,457.9615,466,31845,1014.3592,422.1228,20031.6049,0,0,1,9,30,0,3,1,342.6668,853.3532,412.9405,785.5324,1027.6879,748.2423,1357.3275,1499.9223,307.9984,267.5776,973.3848,63994,581.6131,63789,51351,49423,289.4357,977.0958,1257.7811,416.5216,16121,83,549.812,238.6496,22200,290,Infiltration
192.168.1.246-192.168.2.63-11427-53-17,192.168.1.246,11427,192.168.2.63,53,17,07/07/2017 09:09:51,639703,43,34,851.997,800.5903,13218,186,1370.0489,47652,755,448.2784,33750.65704405686,67.83010765018211,1488.2826,159.6414,45052,888,734.212,965.4575,40772,564,617.3871,1429.499,0,3,5,0,941.0552,133.1761,120.9097,492.7048,656,32941,1323.8831,95.7426,10666.2947,0,0,0,5,19,0,3,2,568.1706,830.7211,79.3592,984.1729,453.8758,626.797,233.2474,841.6864,1364.8369,1218.8627,63.9472,37767,721.6922,62662,34692,21892,377.3473,476.9717,278.9105,45.4255,64707,553,701.83,336.7409,53955,473,BENIGN
175.36.87.137-192.168.2.208-62520-3389-6,175.36.87.137,62520,192.168.2.208,3389,6,07/07/2017 09:49:46,914,2,1,479.2401,95.7618,7688,825,1166.1511,51189,328,61.5833,894.0104072958353,4647.048537731811,375.9784,458.9283,48937,198,237.4446,270.5009,29099,651,464.5039,929.2353,5,4,3,5,764.607,880.6891,785.8477,382.0016,400,47045,889.6842,406.5844,21330.7709,0,2,2,0,0,1,2,1,277.0789,86.1226,880.159,1417.6157,898.0378,1165.654,420.3032,777.8117,559.5521,15.9956,101.3817,25282,769.5412,61446,31458,33249,862.1067,790.3956,1094.3503,286.3819,26512,386,330.8599,33.9977,26339,681,PortScan
32.193.40.142-192.168.0.152-36645-8080-6,32.193.40.142,36645,192.168.0.152,8080,6,07/07/2017 11:22:03,404239,681,3,984.2264,750.7685,20778,441,1407.892,50395,631,1382.8831,895829.8102408146,9445.70234158144,749.2999,119.1049,15621,115,90.2505,909.9234,42967,77,280.6236,852.8307,2,5,5,5,698.3989,336.1157,347.6982,653.8122,691,25420,535.6442,111.1754,334.7062,0,893,0,5,1,4,2,2,855.2122,420.8554,1127.2018,173.0488,52.7809,419.1785,1415.3318,77.264,1429.6716,1071.0259,170.4436,22635,50.302,53179,9713,51051,988.7274,790.691,532.9285,109.9781,27153,475,1085.7879,112.3395,14900,460,DDoS
165.234.73.68-192.168.3.88-27252-80-17,165.234.73.68,27252,192.168.3.88,80,17,07/07/2017 09:10:08,57,3,0,218.4856,807.5287,14111,491,399.5649,12318,6,586.3651,571.270803800477,7869.491796403687,450.9573,262.2772,1491,793,120.9346,706.1713,46984,460,729.7442,932.9821,5,0,5,4,424.1748,367.7435,164.1512,191.9446,364,37729,834.1802,211.6155,5880.8745,0,3,3,0,0,1,3,4,180.0756,466.5258,112.7229,1190.2118,704.8533,471.0201,961.4712,293.8463,917.1474,510.3759,581.5769,46002,500.7676,33550,64999,60127,874.5456,565.3929,1019.3119,130.4918,37604,471,1234.6459,268.8268,49477,667,PortScan
36.126.134.192-192.168.0.152-32293-80-6,36.126.134.192,32293,192.168.0.152,80,6,07/07/2017 10:09:20,379450,1137,10,370.7286,902.478,37708,224,299.9982,20459,57,1230.4566,3218043.3790321667,16956.455358721767,46.0096,371.8863,34992,926,57.5309,1337.7271,27079,207,299.2762,1458.3077,1,1,5,3,363.0505,368.4615,315.4757,350.7662,23,31759,586.0411,421.4722,25813.0513,0,183,3,2,1,2,5,3,337.914,584.9291,985.3795,602.6462,1163.0483,329.0029,947.4486,732.3424,453.9995,472.0345,199.7744,24784,731.3141,61131,32463,61000,184.458,196.0597,353.805,335.2684,21657,56,783.1909,349.027,62072,303,DoS Slowhttptest
175.36.87.137-192.168.3.57-56383-22-6,175.36.87.137,56383,192.168.3.57,22,6,07/07/2017 11:33:45,395743,2766,8,268.8182,191.2607,28552,228,296.8968,56064,93,459.7615,2285718.7110580737,30028.212674745108,479.1327,416.0351,12616,289,634.6994,589.4537,27284,393,509.0036,562.9808,5,1,2,1,159.7853,604.7204,512.6684,294.433,728,17275,961.0163,41.3151,18114.1528,0,757,4,4,1,3,2,4,953.3973,248.6327,605.6238,1435.3633,1129.0609,679.3962,897.6843,1189.6923,388.9671,384.2659,98.6086,19132,409.2854,12470,21734,50393,388.3321,144.0127,1048.4668,44.1816,19953,201,194.3441,7.8476,43273,184,DoS slowloris
161.81.216.153-192.168.3.57-20579-443-0,161.81.216.153,20579,192.168.3.57,443,0,07/07/2017 09:34:12,706,3,0,547.2613,120.2971,60490,554,1010.8285,2517,864,1036.3764,510.34226309796526,7925.804141565148,437.287,18.8305,13872,109,892.8803,1468.2694,4880,887,179.5539,551.9966,5,0,1,2,641.0595,943.8508,551.7202,395.1763,516,59818,455.5337,155.6044,36941.998,0,3,1,0,1,2,0,1,238.6559,605.7731,1342.1769,908.1846,1466.7121,233.5238,153.3214,1213.1833,468.3856,425.5916,465.5846,64501,364.4208,64533,50949,33328,563.0511,179.3636,1375.2168,175.2939,55750,699,1428.3256,382.0707,7920,247,PortScan
192.168.2.208-192.168.0.195-42773-3389-6,192.168.2.208,42773,192.168.0.195,3389,6,07/07/2017 09:45:56,2238536,39,38,850.7592,740.9406,55591,619,336.5786,9863,713,848.4009,45748.220611567995,115.56659554430797,1484.3449,479.9268,38290,842,628.0268,235.6714,31722,644,637.4583,1429.6921,0,4,1,5,375.2489,212.5803,560.6828,401.9461,178,31478,697.9879,8.0815,39547.5286,2,2,2,1,2,3,4,1,909.2945,474.8867,1247.446,480.0658,1378.7612,408.1411,873.2265,1079.6246,476.8463,133.875,639.9682,16068,979.8886,53049,28997,318,515.1292,680.3674,572.9127,410.0166,52054,606,61.2187,286.6338,51418,495,BENIGN
192.168.3.88-192.168.0.174-4244-8080-17,192.168.3.88,4244,192.168.0.174,8080,17,07/07/2017 11:08:15,2680250,18,30,606.3881,162.4525,4664,44,793.4696,11806,154,331.6605,16899.04978228846,151.87882087048914,1319.9487,119.9419,31268,239,600.5918,330.332,32506,443,813.1265,512.236,3,4,1,1,774.1144,662.1431,882.8333,272.9949,287,57585,298.4839,51.8126,48154.8699,2,0,2,5,2,2,1,3,136.9712,198.1229,896.1926,46.9963,346.8023,125.5981,662.9789,1151.8531,917.9829,917.7574,300.8071,8754,82.2043,2471,13416,36412,262.6823,814.9409,647.7491,63.3646,43365,756,1270.6734,101.1431,21734,881,BENIGN
165.174.57.76-192.168.1.60-12150-53-0,165.174.57.76,12150,192.168.1.60,53,0,07/07/2017 09:38:23,38449,782,10,300.794,24.2045,30330,830,653.1401,37467,34,1110.8271,2070824.2998378926,32869.93859932663,1224.6396,265.3783,17760,962,992.4136,1082.19,64522,682,493.7763,619.8622,1,0,2,4,445.1571,598.6284,38.8352,990.5109,819,51878,1280.4643,136.2165,14635.8316,0,459,3,0,4,2,2,4,953.0734,531.271,81.0086,337.8521,863.3179,544.7123,507.8299,962.6863,49.033,1324.0403,221.4792,32445,841.9539,11195,23492,36129,242.7609,179.4162,227.22,432.4056,61735,23,836.1573,39.2113,10754,644,DoS Hulk
76.185.98.181-192.168.3.151-40320-25-17,76.185.98.181,40320,192.168.3.151,25,17,07/07/2017 09:27:06,904,2,0,656.0823,257.5419,21324,650,545.8061,23929,917,916.1373,863.0406778897958,8025.623890398526,861.1267,108.4689,5769,647,260.5368,798.148,4299,744,198.8069,380.6028,0,2,2,0,520.66,546.5263,749.0928,373.4279,68,11650,307.0443,244.7656,17659.1198,0,3,4,0,0,0,1,5,248.617,669.8647,849.9288,1238.6991,928.1204,335.1066,589.4501,1406.7451,816.4023,881.0145,126.6928,34749,729.0062,29104,985,59047,948.0577,53.3171,401.2498,83.7539,65472,840,1184.0296,194.3,48492,385,PortScan
25.183.176.155-192.168.0.98-35165-22-6,25.183.176.155,35165,192.168.0.98,22,6,07/07/2017 10:29:10,506526,65,43,714.2371,215.8698,37540,394,960.0563,48318,939,639.5798,25869.786163430796,295.7137228940192,752.7458,387.3375,4873,637,650.1577,615.272,60933,591,907.3704,1236.5552,0,5,3,2,268.129,33.1896,743.1188,440.9097,10,31690,1063.0088,201.9374,19204.7609,0,1,3,20,1,3,1,3,903.4466,249.8858,1146.0898,769.2872,288.2755,1189.0737,1060.3856,1128.5737,361.6026,692.6128,473.1101,2884,859.9426,32924,20119,36953,444.5818,614.784,1203.377,424.3508,15780,528,1367.1118,87.348,1127,672,Web Attack – Sql Injection
192.168.2.208-192.168.1.36-6230-21-17,192.168.2.208,6230,192.168.1.36,21,17,07/07/2017 10:42:05,3037498,24,38,772.1982,370.9325,29893,67,351.3524,49934,169,606.0799,5038.272762843655,13.699491323164,934.8134,278.891,22253,30,909.4541,1283.0408,15890,741,966.7992,1281.4587,2,1,0,0,801.905,123.8752,519.6389,409.0993,825,29060,655.8985,56.9847,30694.9692,1,2,2,1,5,0,5,2,174.1326,80.6517,964.3524,913.7846,798.6076,1244.9599,919.4697,119.2334,464.3237,444.8877,892.9162,4139,784.2224,42057,36068,23717,432.303,425.815,704.5789,433.0241,64817,784,1378.5202,236.1346,56108,876,BENIGN
57.70.252.24-192.168.3.151-12059-8080-0,57.70.252.24,12059,192.168.3.151,8080,0,07/07/2017 09:14:18,388189,4118,5,252.9431,852.0262,42374,608,140.3648,47521,164,196.9206,3580889.692983336,8562.806782647753,1244.6174,218.7583,9371,626,491.192,965.0963,52578,664,280.7784,1219.867,3,3,2,5,155.2886,411.8358,25.976,763.0871,0,12535,539.7922,255.8145,43014.8526,0,821,0,5,2,1,1,3,837.4595,495.4289,863.0815,1446.4497,873.3233,515.6414,255.627,898.379,1165.605,743.4828,501.9688,23967,869.5952,31708,37977,25760,176.1986,150.3252,513.5157,232.7376,36146,470,328.8114,168.1159,58305,572,DoS GoldenEye
25.183.176.155-192.168.3.9-8470-25-17,25.183.176.155,8470,192.168.3.9,25,17,07/07/2017 10:35:47,208528,4930,7,5.4057,386.1735,48031,70,1121.5199,17758,640,813.5802,1681156.1757744364,49415.905588658876,493.9221,35.7572,64931,73,484.7515,1220.8961,24222,613,324.3391,907.3805,5,3,5,3,461.642,49.5137,556.1394,806.4023,966,6827,1149.8689,388.0215,42087.0275,0,184,0,1,5,5,5,2,193.3919,414.3338,1031.3681,148.8776,569.9923,215.5525,1206.7361,1054.7376,901.9892,1190.4638,901.0363,32185,378.5568,19510,15503,59536,453.5899,257.9976,451.4234,170.4036,35268,528,884.513,343.0766,55269,674,DoS slowloris
165.174.57.76-192.168.0.195-26790-3389-17,165.174.57.76,26790,192.168.0.195,3389,17,07/07/2017 10:45:42,521,2,0,242.635,654.8924,34923,720,350.7891,48006,663,1340.6479,651.1237627789583,7046.392925049471,644.2671,272.567,50513,981,579.7,805.8063,26094,459,311.919,411.1055,5,2,0,0,973.4846,14.1566,886.608,966.4107,784,55536,411.0058,364.2715,9255.743,0,1,1,0,1,3,4,5,615.8185,236.6796,1086.5193,833.8304,624.2863,677.7555,886.6516,846.1417,1040.718,73.7702,657.9605,34146,946.3177,27447,56510,42534,267.6978,653.3468,1354.3577,235.1876,47196,824,170.4507,38.6253,64091,510,PortScan
192.168.1.60-192.168.0.144-7054-21-0,192.168.1.60,7054,192.168.0.144,21,0,07/07/2017 09:19:55,3901319,3,21,349.0194,279.7394,31815,361,202.4896,17530,355,70.1991,5802.589646752573,160.57908078721718,267.3821,121.9124,49919,232,775.4057,1179.0324,8526,110,580.0722,935.6701,3,5,2,3,275.6831,740.7072,995.0742,36.377,848,53953,1379.6876,76.2618,45945.894,1,1,1,3,2,3,1,3,931.6623,487.7083,661.1353,578.6437,1000.6415,319.5201,639.4471,1312.0488,1426.875,1215.5292,79.6389,9063,902.9771,58044,31566,6633,719.8351,851.8043,1467.3874,119.3222,57348,981,948.2188,405.9524,5680,137,BENIGN
192.168.0.144-192.168.1.184-16031-8080-6,192.168.0.144,16031,192.168.1.184,8080,6,07/07/2017 11:23:31,2339796,23,23,70.1385,619.2608,56204,312,319.5217,51958,619,1003.3946,35075.85871099464,124.09188706687677,289.0199,116.0929,64436,343,698.2226,1460.8261,33250,230,79.0278,1397.9256,3,5,2,3,336.3868,144.3283,395.8243,594.049,130,53796,1120.3118,22.7996,23163.4166,1,1,4,8,17,3,5,4,829.185,518.5715,616.4917,1359.1649,438.0829,429.8476,879.4651,1163.7165,524.4796,125.0177,700.6823,6053,376.1589,17591,1118,1669,306.4954,930.5497,781.047,494.7026,35381,468,1043.6274,38.7697,21744,850,BENIGN
18.23.116.198-192.168.3.57-30969-25-6,18.23.116.198,30969,192.168.3.57,25,6,07/07/2017 11:21:36,911,3,0,358.5939,188.2124,65281,51,1388.3166,10923,428,275.966,643.8686993647786,4140.9725026547785,1468.5151,323.5937,28001,908,149.0182,666.8154,42597,246,231.0541,335.7317,0,1,2,3,225.5319,192.2652,105.1862,950.727,970,55726,747.8376,257.8606,11472.8887,0,3,0,0,0,3,5,1,272.1186,36.7022,1229.0668,20.8865,126.623,342.1179,1167.1157,585.8445,297.9248,973.2449,826.9283,29062,810.6239,11872,2463,824,547.3625,277.29,598.1271,462.2366,57601,765,989.9975,330.4238,31234,672,PortScan
194.24.56.40-192.168.0.174-43850-22-17,194.24.56.40,43850,192.168.0.174,22,17,07/07/2017 11:22:22,261,3,1,151.444,516.1363,8592,876,586.5264,8059,525,832.5321,72.82754835989758,4378.100986741104,1417.386,344.9568,30656,988,125.8846,152.1819,9809,536,671.014,777.3996,4,4,2,5,426.8141,10.4356,441.2107,679.7498,317,63066,4.77,206.9051,30289.2729,0,2,0,0,0,0,1,3,170.6266,602.0672,833.1462,636.6273,367.1544,215.2323,1042.7885,177.6394,1425.3154,1222.3923,317.8294,31151,365.7058,37565,44551,24681,768.8223,815.1723,1127.3189,192.785,55615,371,382.3566,367.6339,42903,40,PortScan
25.183.176.155-192.168.3.88-30910-80-0,25.183.176.155,30910,192.168.3.88,80,0,07/07/2017 09:37:02,741422,48,16,588.7688,933.1397,15554,79,323.814,14879,760,1355.6392,39211.94502077031,352.6747721281744,268.9869,371.8179,19317,348,648.4811,1304.2436,54329,607,192.4711,1454.9568,3,1,1,3,906.5774,792.4254,832.1244,572.1471,58,26859,328.0576,393.9532,46710.0009,2,0,4,1,0,1,5,0,357.4108,215.8695,26.1405,193.8276,673.9701,1007.1242,824.6946,509.3172,1332.5425,389.3627,525.2344,11620,245.7127,12153,16342,57335,586.9728,62.1635,1227.7064,195.9521,49995,152,753.3473,356.5265,18380,282,Web Attack – Brute Force
17.108.161.55-192.168.0.195-54118-3389-6,17.108.161.55,54118,192.168.0.195,3389,6,07/07/2017 11:13:54,1200802,53,37,727.0227,757.4584,43831,322,636.743,48092,578,782.3637,5661.624966500112,28.62304734541352,797.636,69.3374,13462,413,452.0884,1409.059,45339,407,340.6098,313.0699,2,4,5,1,480.8891,73.3075,10.9238,43.9062,142,48327,58.8508,487.7397,33199.7343,3,3,5,27,13,4,3,3,628.4414,49.6394,984.5783,455.7124,953.2127,356.0141,1368.6922,535.0931,744.972,348.717,816.1793,37898,494.9852,7024,16726,18459,764.6363,709.3812,764.3805,162.4955,29605,395,1414.8538,46.7773,30019,266,FTP-Patator
192.168.1.184-192.168.3.57-30024-23-0,192.168.1.184,30024,192.168.3.57,23,0,07/07/2017 09:39:12,3718187,11,32,324.3206,342.351,49367,682,148.8814,22430,958,1382.249,23641.81177536819,10.373309979471818,206.6951,228.7023,44478,652,79.8511,1464.809,26135,948,225.0136,1168.4365,4,2,4,2,755.5001,305.9689,427.0175,588.5343,105,61397,129.5706,118.9568,10257.3357,1,0,2,3,5,0,0,4,482.9538,209.0188,1204.5356,79.76,621.7369,281.7099,1008.9769,1278.4802,1153.5417,815.8431,63.438,43931,352.2099,35735,15020,52269,43.7082,747.309,1461.0141,130.3642,18739,414,168.3586,444.9638,35667,891,BENIGN
96.82.0.154-192.168.3.88-21824-23-17,96.82.0.154,21824,192.168.3.88,23,17,07/07/2017 09:30:13,466306,964,8,725.215,629.0606,36587,637,195.9895,60069,634,591.6688,4672817.647214773,47649.08432074492,1487.7054,27.7555,10261,836,976.1783,324.4686,1142,492,155.5096,1068.955,2,5,3,5,411.7087,635.6554,479.5908,464.0049,167,30068,1469.2038,343.1693,29983.6553,0,873,1,1,1,2,4,5,373.0999,236.4842,83.3089,213.7823,1121.0436,445.0665,1234.0484,1340.8888,395.6714,588.9034,636.6772,36365,163.9539,7250,3345,59692,415.4781,825.6942,1369.0296,33.1546,40709,604,1259.5193,52.1854,17888,536,DDoS
17.108.161.55-192.168.3.57-2126-25-0,17.108.161.55,2126,192.168.3.57,25,0,07/07/2017 10:06:52,898,3,1,646.2225,988.6859,42169,371,1391.3275,52205,725,93.2108,770.162700600857,8596.88779476671,1074.3103,74.0774,31774,497,490.2679,750.4792,43754,199,308.2556,111.7506,3,2,5,3,886.17,516.8338,432.7843,483.8245,106,34341,972.6072,44.8192,34368.5319,0,1,5,0,0,2,3,5,206.7144,841.8018,819.954,132.0807,929.0724,1231.6625,395.4225,145.3843,855.4015,697.2345,93.7528,19237,48.2369,60899,62451,50671,930.9433,460.7689,77.7056,161.4906,6912,456,241.1435,325.2153,28200,990,PortScan
32.193.40.142-192.168.1.246-40352-23-6,32.193.40.142,40352,192.168.1.246,23,6,07/07/2017 09:34:57,222245,4884,3,848.1624,530.2951,55855,800,369.5451,33904,908,1294.5355,312637.9062325227,46332.50795468459,577.3887,374.9956,30594,390,790.1016,1363.3422,27555,282,994.844,1155.9481,2,1,1,2,292.0374,903.1548,694.7646,939.9194,643,4581,285.3684,79.0272,43503.8772,0,720,2,3,5,3,1,4,167.687,206.2023,1453.5041,1171.205,555.9876,386.3255,1178.582,837.978,273.9203,962.1932,69.5044,62770,627.3149,21354,26041,59629,974.4073,910.1417,965.3263,288.0328,52851,555,632.2018,41.0419,39733,513,DoS GoldenEye
18.23.116.198-192.168.0.152-16167-22-0,18.23.116.198,16167,192.168.0.152,22,0,07/07/2017 11:18:21,453670,651,0,516.55,875.5243,54397,720,303.5226,34572,324,743.7509,4059163.4933546684,43109.021045465204,854.8248,288.763,6603,271,392.9592,390.2826,41405,748,668.9513,1363.1443,1,3,4,3,18.2079,137.772,11.5934,779.8843,196,10564,953.0708,478.7312,34388.1732,0,542,2,0,5,4,2,1,587.6812,428.1091,363.4565,1213.7186,332.9298,1018.5251,407.574,108.2055,1344.3053,1196.6633,259.7176,51907,115.188,41900,46221,5892,945.3149,837.6089,447.1765,468.3193,20704,991,1242.8304,487.8756,26228,198,DoS Slowhttptest
192.168.3.9-192.168.1.36-36231-443-6,192.168.3.9,36231,192.168.1.36,443,6,07/07/2017 09:01:51,2080656,39,13,112.4218,379.8989,25136,968,863.8313,45191,970,1097.4054,39376.35896689327,150.36214522360137,66.4573,413.97,12223,777,850.12,409.62,11585,924,959.6215,1341.0226,0,4,5,0,315.0956,763.2838,461.3438,268.1235,844,59266,1223.9742,287.6392,34221.3693,1,1,4,5,0,3,2,4,656.0945,707.5787,1374.9627,1409.2448,107.8018,296.4185,1410.6901,141.3766,1250.4186,1348.8661,486.3705,22039,67.582,44879,37627,6317,362.8645,411.8186,1335.563,363.4294,44656,916,1198.6466,187.3201,10319,132,BENIGN
36.126.134.192-192.168.2.27-34305-21-17,36.126.134.192,34305,192.168.2.27,21,17,07/07/2017 09:19:01,345902,3306,7,821.0566,271.9242,25330,556,1101.9088,19499,799,780.3226,1229123.811534208,46266.23030534962,544.1861,56.3919,46224,74,914.2781,1071.5307,37326,671,669.5149,1199.6353,5,2,2,3,609.8508,7.3852,357.2693,667.0421,298,15034,230.2502,455.581,22134.2354,0,181,0,5,5,3,5,5,582.0709,346.9022,808.2296,1467.2949,671.1014,1394.1757,561.8755,1438.515,818.0965,70.4553,511.4268,11281,902.783,31569,18183,12644,556.3376,274.0543,896.9646,8.8315,21077,858,584.4164,379.8779,30528,468,DoS slowloris
192.168.0.152-192.168.2.40-10817-25-17,192.168.0.152,10817,192.168.2.40,25,17,07/07/2017 10:38:36,800489,15,9,187.3441,673.2904,7906,197,689.6693,15169,703,1173.5622,37981.70082564895,106.45573501063407,1211.3498,271.1168,7128,589,308.5643,220.5272,54139,751,41.8514,507.9044,4,5,5,2,655.5709,257.2625,168.1262,74.7219,296,44817,542.6459,141.1351,30629.9853,0,0,0,8,13,4,2,1,589.0227,786.9758,865.27,839.1751,644.18,914.0886,333.869,1207.0562,121.8549,196.3241,336.6337,170,596.3385,29296,47677,6765,594.6606,104.5667,1116.9762,389.74,12076,210,585.6054,454.8313,1699,175,BENIGN
192.168.0.195-192.168.3.88-33004-443-17,192.168.0.195,33004,192.168.3.88,443,17,07/07/2017 09:55:42,954376,14,14,833.555,58.9506,51690,492,1134.8652,20460,250,1305.0389,39520.72662815947,193.12209398018425,1278.3705,17.5736,11,252,716.9821,1117.6831,1015,889,458.5641,393.06,4,5,5,5,638.1473,115.6274,664.3118,79.074,615,30493,61.821,421.2522,33956.0518,2,2,3,7,15,0,5,5,71.9667,685.6942,1380.3938,58.4314,208.1796,1228.6077,1333.7322,1180.1092,481.6591,831.9494,402.2614,48322,111.1361,54936,53329,41047,292.4201,785.8689,1364.1188,339.8176,19856,656,1490.6833,458.8013,40799,372,BENIGN
57.70.252.24-192.168.0.195-5741-23-6,57.70.252.24,5741,192.168.0.195,23,6,07/07/2017 11:06:56,347836,1978,5,509.0756,852.0314,37943,617,1336.4444,27704,674,403.9758,2081774.012225936,13265.6776904218,991.7188,330.3917,63849,496,583.9025,932.4954,13564,896,597.3963,1493.5677,4,5,5,0,618.6535,533.2979,49.6182,588.1925,931,16423,431.1565,212.6894,43173.9003,0,967,3,2,3,0,1,3,143.0121,779.0506,1257.2559,310.7696,1089.5973,909.6056,1444.0205,583.1337,751.9258,960.1536,642.9454,38325,525.2216,64239,36365,17435,975.0123,344.1187,243.5306,65.926,45990,980,241.1365,277.8096,20108,388,DDoS
